thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,Instructions.stopped,trial.started,Fixation.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
134,0,134,up,1,0.8602691,None,0,5,2.3329457,134,0,134,0,482.5405726,,,,,482.5216361,482.5405726,483.523715,483.5370421,484.3872055,up,1,0.8602691,None,0,484.3889227,484.4035516,484.4035516,486.737802,5,2.3329457,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
135,0,135,up,1,0.7080339,None,0,5,1.2970412,135,0,135,0,486.7568331,,,,,486.7380825,486.7568331,487.7403905,487.7535754,488.4545102,up,1,0.7080339,None,0,488.4575364,488.4700405,488.4700405,489.7707893,5,1.2970412,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
136,0,136,down,1,0.5360911,None,-5,4.044444444,1.5968861,136,0,136,0,489.7898494,,,,,489.770985,489.7898494,490.7732756,490.7870057,491.3204307,down,1,0.5360911,None,-5,491.3239139,491.336534,491.336534,492.9371078,4.044444444,1.5968861,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
137,0,137,up,1,0.452056,None,0,5,0.9806308,137,0,137,0,492.9564741,,,,,492.9373495,492.9564741,493.9395177,493.9531216,494.4037802,up,1,0.452056,None,0,494.4069909,494.4197075,494.4197075,495.4035228,5,0.9806308,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
138,0,138,up,1,0.6649864,None,0,5,1.3475693,138,0,138,0,495.4228915,,,,,495.4038264,495.4228915,496.4062609,496.4194951,497.0864657,up,1,0.6649864,None,0,497.0894864,497.1025642,497.1025642,498.4532873,5,1.3475693,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
139,0,139,up,0,0.5098937,None,-2,4.925925926,1.6129285,139,0,139,0,498.4720161,,,,,498.4534904,498.4720161,499.4557059,499.4694267,499.9698659,up,0,0.5098937,None,-2,499.9735977,499.9855285,499.9855285,501.6031066,4.925925926,1.6129285,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
140,0,140,up,1,0.6184385,None,0,5,0.8823024,140,0,140,0,501.62184,,,,,501.603347,501.62184,502.6055196,502.6188758,503.2357386,up,1,0.6184385,None,0,503.2376185,503.2517364,503.2517364,504.1358481,5,0.8823024,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
141,0,141,up,1,0.5138403,None,0,5,1.1137821,141,0,141,0,504.1550856,,,,,504.1360532,504.1550856,505.1386294,505.1521854,505.6691926,up,1,0.5138403,None,0,505.6721723,505.6850655,505.6850655,506.8025654,5,1.1137821,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
142,0,142,up,1,0.6591651,None,0,5,1.1466949,142,0,142,0,506.8212916,,,,,506.8028666,506.8212916,507.8054022,507.8186705,508.4694052,up,1,0.6591651,None,0,508.4735781,508.484728,508.484728,509.6358254,5,1.1466949,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
143,0,143,down,1,0.416026,None,6,4.992592593,1.2973135,143,0,143,0,509.6546502,,,,,509.6360528,509.6546502,510.6376373,510.6511592,511.0688426,down,1,0.416026,None,6,511.0717786,511.0844517,511.0844517,512.38515,4.992592593,1.2973135,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
144,0,144,up,1,0.6648394,None,0,3.996296296,1.4800717,144,0,144,0,512.4047897,,,,,512.3853522,512.4047897,513.3876337,513.401098,514.0685411,up,1,0.6648394,None,0,514.0722392,514.0842748,514.0842748,515.5681353,3.996296296,1.4800717,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
145,0,145,up,1,0.6140331,None,0,5,0.8951996,145,0,145,0,515.5872559,,,,,515.5683453,515.5872559,516.5710083,516.5844653,517.2020609,up,1,0.6140331,None,0,517.2068126,517.2171535,517.2171535,518.1178115,5,0.8951996,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
146,0,146,up,1,0.5455384,None,0,5,1.0797493,146,0,146,0,518.1369811,,,,,518.1180386,518.1369811,519.1203915,519.1341843,519.6680344,up,1,0.5455384,None,0,519.6715483,519.6836916,519.6836916,520.7676753,5,1.0797493,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
147,0,147,up,1,0.7319966,None,0,5,1.1463301,147,0,147,0,520.7866872,,,,,520.7679196,520.7866872,521.7704635,521.784039,522.5179027,up,1,0.7319966,None,0,522.5213728,522.5335108,522.5335108,523.6841768,5,1.1463301,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
148,0,148,up,1,0.7214288,None,0,4.896296296,1.0629291,148,0,148,0,523.7028337,,,,,523.6843952,523.7028337,524.6868214,524.7003867,525.4174278,up,1,0.7214288,None,0,525.4211494,525.433119,525.433119,526.5004198,4.896296296,1.0629291,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
149,0,149,up,1,0.7602724,None,0,5,0.7990134,149,0,149,0,526.5193549,,,,,526.5006305,526.5193549,527.5028018,527.5165554,528.2663827,up,1,0.7602724,None,0,528.2681029,528.2827195,528.2827195,529.0835141,5,0.7990134,,,,,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.083629,529.0993877,534.0984269,534.08206,1,1,2025-11-08_22h57.57.186,solo project,,2025.1.1,60.01003368,2025-11-08 22h58.04.932069 +0530
