thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,Instructions.stopped,trial.started,Fixation.started,key_resp.started,Fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
36,0,36,down,1,1.3369698000024073,None,-1,4.011111111111111,1.364291099991533,36,0,36,0,144.1924788000033,,,,,144.17397030000575,144.1924788000033,145.17623290000483,145.18990640000266,146.52389630000107,down,1,1.3369698000024073,None,-1,146.52688550000312,146.5396008000098,146.5396008000098,147.90671670000302,4.011111111111111,1.364291099991533,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
37,0,37,up,1,0.7687154999875929,None,0,5,0.7462800000066636,37,0,37,0,147.9257510000025,,,,,147.90693130000727,147.9257510000025,148.90939939999953,148.92275620000146,149.69026730000041,up,1,0.7687154999875929,None,0,149.6942451000068,149.70569940000132,149.70569940000132,150.45652330000303,5,0.7462800000066636,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
38,0,38,down,1,0.7153333000023849,None,-6,4.988888888888889,1.1956715999986045,38,0,38,0,150.4757677000016,,,,,150.45681879999756,150.4757677000016,151.4591505999997,151.47248750001017,152.1901133000065,down,1,0.7153333000023849,None,-6,152.19424640000216,152.20576730000903,152.20576730000903,153.40594260000216,4.988888888888889,1.1956715999986045,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
39,0,39,up,1,0.6978748999972595,None,0,5,0.7954937999893446,39,0,39,0,153.4251426999981,,,,,153.40614620000997,153.4251426999981,154.4086391000019,154.42224880000867,155.12353320000693,up,1,0.6978748999972595,None,0,155.12803210000857,155.13875389999885,155.13875389999885,155.93923570000334,5,0.7954937999893446,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
40,0,40,down,1,0.7639142000116408,None,-1,4.033333333333333,2.0947801000002073,40,0,40,0,155.9579589000059,,,,,155.93957919999957,155.9579589000059,156.94153180001013,156.9549832000048,157.7067662000045,down,1,0.7639142000116408,None,-1,157.71084240000346,157.721927400009,157.721927400009,159.82219330000225,4.033333333333333,2.0947801000002073,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
41,0,41,down,0,0.9151771000033477,None,0,4.003703703703704,1.1295249000104377,41,0,41,0,159.84108710000874,,,,,159.82241390000854,159.84108710000874,160.8245767000044,160.83832680000341,161.75600340000528,down,0,0.9151771000033477,None,0,161.7594653999986,161.7712370000081,161.7712370000081,162.90493020000577,4.003703703703704,1.1295249000104377,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
42,0,42,up,1,0.9318514000042342,None,0,5,0.7624652999948012,42,0,42,0,162.92423640000925,,,,,162.90509630000452,162.92423640000925,163.90759790000448,163.9212705999962,164.8553363000101,up,1,0.9318514000042342,None,0,164.85959510000248,164.87127099999634,164.87127099999634,165.63829709999845,5,0.7624652999948012,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
43,0,43,down,1,0.6821118000079878,None,-8,5,1.046276900000521,43,0,43,0,165.65698810000322,,,,,165.6385275000066,165.65698810000322,166.64089490000333,166.654660900007,167.3382527000067,down,1,0.6821118000079878,None,-8,167.3419328000018,167.3541469000047,167.3541469000047,168.40472230000887,5,1.046276900000521,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
44,0,44,down,1,0.6912810999929206,None,-5,5,0.9282124000019394,44,0,44,0,168.4238439000037,,,,,168.40488840000762,168.4238439000037,169.40672850000556,169.4203300000081,170.104888700007,down,1,0.6912810999929206,None,-5,170.11019030000898,170.1205370000098,170.1205370000098,171.05428779999784,5,0.9282124000019394,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
45,0,45,up,1,0.6268364999996265,None,0,5,0.7789647999888984,45,0,45,0,171.07328280000365,,,,,171.05457550000574,171.07328280000365,172.056648400001,172.07010589999845,172.68811129999813,up,1,0.6268364999996265,None,0,172.69232240000565,172.70364570000675,172.70364570000675,173.48735950000992,5,0.7789647999888984,,,,,02,001,2025-11-10_11h02.20.670,solo project,,2025.1.1,60.07268795167799,2025-11-10 11h02.31.435204 +0530,
