imagefile,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp_2.started,Instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,image.started,Fixation.stopped,image.stopped,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,rating.started,slider.started,text_2.started,rating.stopped,trials.slider.response,trials.slider.rt,Thankyou.started,text_3.started,text_3.stopped,Thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,0.0034653,0.0088952,1.0065129,8.5467072,space,7.5043209,None,,,,,,,,,,,,,,,,,,,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage2.jpeg,0,0,0,up,1,1.1758885,None,0,5,1.5109229,0,0,0,1,8.6136984,,,,,,,,,8.6014577,8.6136984,9.5704875,9.6221194,10.0717331,10.1553775,11.3397828,up,1,1.1758885,None,0,11.3450815,11.3665668,11.3665668,12.8618117,5,1.5109229,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage7.jpeg,1,1,0,up,1,1.2957796,None,0,4.040740741,1.1402716,0,1,1,13,12.8750292,,,,,,,,,12.8644612,12.8750292,13.8718693,13.8718693,14.3712764,14.4714637,15.7731776,up,1,1.2957796,None,0,15.7773088,15.7876982,15.7876982,16.9232148,4.040740741,1.1402716,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage4.jpeg,2,2,0,up,1,0.5705625,None,0,5,1.5623702,0,2,2,3,16.9416514,,,,,,,,,16.9351871,16.9416514,17.9244332,17.9381994,18.4373269,18.5375964,19.1218769,up,1,0.5705625,None,0,19.1258013,19.1371569,19.1371569,20.7044915,5,1.5623702,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage1.jpeg,3,3,0,up,1,0.7826742,None,0,4.018518519,1.7456031,0,3,3,7,20.7243856,,,,,,,,,20.7075018,20.7243856,21.7073587,21.7211397,22.2202984,22.3038722,23.0883938,up,1,0.7826742,None,0,23.0926107,23.1038421,23.1038421,24.8545834,4.018518519,1.7456031,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage1.jpeg,4,4,0,up,1,0.2370429,None,0,5,1.1826964,0,4,4,0,24.873675,,,,,,,,,24.8579967,24.873675,25.8569338,25.8702109,26.3698116,26.4695679,26.7203591,up,1,0.2370429,None,0,26.7217522,26.7362334,26.7362334,27.9208724,5,1.1826964,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage5.jpeg,5,5,0,up,1,0.4448845,None,0,5,0.9665315,0,5,5,4,27.9394173,,,,,,,,,27.9243084,27.9394173,28.9228534,28.9368664,29.4358662,29.5363366,29.9862221,up,1,0.4448845,None,0,29.988099,30.0024342,30.0024342,30.9701901,5,0.9665315,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage3.jpeg,6,6,0,up,1,0.7855956,None,0,4.007407407,2.5298934,0,6,6,9,30.989187,,,,,,,,,30.9723016,30.989187,31.9726949,31.9864754,32.4858642,32.5694278,33.3701968,up,1,0.7855956,None,0,33.373436,33.3856319,33.3856319,35.9196214,4.007407407,2.5298934,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage2.jpeg,7,7,0,down,1,0.8777113,None,-8,4,1.9800462,0,7,7,8,35.9391974,,,,,,,,,35.9219597,35.9391974,36.9223362,36.9358954,37.4353534,37.518797,38.4027326,down,1,0.8777113,None,-8,38.4062133,38.4187864,38.4187864,40.402678,4,1.9800462,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage6.jpeg,8,8,0,up,1,1.7577444,None,0,4,1.2789217,0,8,8,12,40.4216437,,,,,,,,,40.4070935,40.4216437,41.405317,41.4189951,41.9182785,42.0186074,43.7861855,up,1,1.7577444,None,0,43.7908165,43.802284,43.802284,45.0853077,4,1.2789217,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage6.jpeg,9,9,0,up,1,0.4660395,None,0,5,1.1150948,0,9,9,5,45.1047354,,,,,,,,,45.0876273,45.1047354,46.0878278,46.1014109,46.6009503,46.7011917,47.168258,up,1,0.4660395,None,0,47.1713706,47.1840682,47.1840682,48.301655,5,1.1150948,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage3.jpeg,10,10,0,up,1,0.7479776,None,0,5,1.1302002,0,10,10,2,48.3208771,,,,,,,,,48.3050169,48.3208771,49.3044407,49.3179063,49.8174523,49.9010169,50.6516415,up,1,0.7479776,None,0,50.655262,50.6675302,50.6675302,51.8014022,5,1.1302002,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage7.jpeg,11,11,0,down,1,0.7708406,None,8,5,1.0114682,0,11,11,6,51.8206837,,,,,,,,,51.8038589,51.8206837,52.804246,52.8180129,53.3172267,53.4174022,54.2020447,down,1,0.7708406,None,8,54.2062143,54.2173211,54.2173211,55.2342668,5,1.0114682,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage5.jpeg,12,12,0,down,1,0.6250631,None,-9,5,3.1938196,0,12,12,11,55.2538987,,,,,,,,,55.2365371,55.2538987,56.2369777,56.2508691,56.7500781,56.8338638,57.4679749,down,1,0.6250631,None,-9,57.4736382,57.4861908,57.4861908,60.6845492,5,3.1938196,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage4.jpg,13,13,0,up,1,0.7167431,None,0,3.003703704,2.2447673,0,13,13,10,61.0797497,,,,,,,,,61.0623677,61.0797497,61.688122,62.0850467,62.1996733,62.2996426,63.0176131,up,1,0.7167431,None,0,63.0223663,63.0330506,63.0330506,65.2833262,3.003703704,2.2447673,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage1.jpeg,14,0,1,up,0,0.5828405,None,2,4.007407407,1.1462196,1,0,14,0,65.4535622,,,,,,,,,65.4468202,65.4535622,66.2860206,66.449862,66.7991738,66.8825731,67.4669187,up,0,0.5828405,None,2,67.4703917,67.4824964,67.4824964,68.6332134,4.007407407,1.1462196,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage3.jpeg,15,1,1,up,1,1.0840293,None,0,5,2.1262839,1,1,15,2,68.6520654,,,,,,,,,68.6359123,68.6520654,69.635622,69.6493317,70.149022,70.2491118,71.3499464,up,1,1.0840293,None,0,71.3569448,71.3670488,71.3670488,73.4990933,5,2.1262839,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage1.jpeg,16,2,1,up,0,0.7340754,None,-3,4.014814815,1.6948949,1,2,16,7,73.5182985,,,,,,,,,73.5020032,73.5182985,74.5019082,74.5156085,75.014895,75.0985781,75.8496196,up,0,0.7340754,None,-3,75.8545461,75.865102,75.865102,77.5656279,4.014814815,1.6948949,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage7.jpeg,17,3,1,down,1,1.2374894,None,2,5,1.3122864,1,3,17,6,77.5847166,,,,,,,,,77.568522,77.5847166,78.5682329,78.5820692,79.0811583,79.1646403,80.4159728,down,1,1.2374894,None,2,80.4197613,80.4315068,80.4315068,81.7483895,5,1.3122864,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage4.jpeg,18,4,1,up,1,0.7988277,None,0,5,0.9431661,1,4,18,3,81.7681041,,,,,,,,,81.7613834,81.7681041,82.7516515,82.7647263,83.2643181,83.3476981,84.1498385,up,1,0.7988277,None,0,84.1553193,84.1660093,84.1660093,85.1147206,5,0.9431661,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage2.jpeg,19,5,1,down,0,1.7446696,None,0,3.011111111,2.0453991,1,5,19,8,85.1344383,,,,,,,,,85.1176186,85.1344383,86.1175826,86.1311839,86.6306981,86.7140274,88.4650407,down,0,1.7446696,None,0,88.4695463,88.4803789,88.4803789,90.5308543,3.011111111,2.0453991,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage5.jpeg,20,6,1,up,1,1.0254616,None,0,5,1.6787481,1,6,20,4,90.5498576,,,,,,,,,90.5332118,90.5498576,91.5338107,91.5479405,92.0465983,92.1304669,93.1647463,up,1,1.0254616,None,0,93.1687543,93.1803351,93.1803351,94.8639475,5,1.6787481,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage7.jpeg,21,7,1,down,1,1.1538289,None,5,4,3.7275014,1,7,21,13,94.8831731,,,,,,,,,94.8663385,94.8831731,95.8665972,95.8802229,96.3799183,96.4633173,97.6312676,down,1,1.1538289,None,5,97.6360159,97.6465335,97.6465335,101.3800995,4,3.7275014,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage2.jpeg,22,8,1,down,1,0.7398947,None,5,5,1.9129225,1,8,22,1,101.3993519,,,,,,,,,101.382429,101.3993519,102.382324,102.3961076,102.8955175,102.9957032,103.7467836,down,1,0.7398947,None,5,103.7501609,103.7622949,103.7622949,105.6797007,5,1.9129225,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage6.jpeg,23,9,1,down,0,1.5394348,None,0,5,0.9924776,1,9,23,5,105.6985079,,,,,,,,,105.6823568,105.6985079,106.6822562,106.6958724,107.1951139,107.2954054,108.8463125,down,0,1.5394348,None,0,108.8536619,108.867214,108.867214,109.8628195,5,0.9924776,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage4.jpg,24,10,1,down,1,0.7948975,None,-10,3.97037037,1.6488497,1,10,24,10,110.1516933,,,,,,,,,110.1337396,110.1516933,110.8662901,111.1630152,111.3777695,111.478019,112.2783764,down,1,0.7948975,None,-10,112.2800953,112.29445,112.29445,113.9453599,3.97037037,1.6488497,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage6.jpeg,25,11,1,down,0,1.5831701,None,0,4,1.2986345,1,11,25,12,113.9821238,,,,,,,,,113.9524077,113.9821238,114.9480754,114.9779569,115.4605102,115.5608366,117.1608476,down,0,1.5831701,None,0,117.163105,117.1772095,117.1772095,118.4780695,4,1.2986345,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage3.jpeg,26,12,1,up,1,1.7505822,None,0,2.985185185,2.9602029,1,12,26,9,118.4973839,,,,,,,,,118.4804174,118.4973839,119.4807741,119.494634,119.9937089,120.0775471,121.8452378,up,1,1.7505822,None,0,121.850876,121.8627883,121.8627883,124.8275957,2.985185185,2.9602029,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage5.jpeg,27,13,1,down,1,0.5523808,None,-9,4.718518519,2.8955027,1,13,27,11,124.8465805,,,,,,,,,124.8296427,124.8465805,125.8301164,125.8439147,126.3434072,126.4434526,127.01092,down,1,0.5523808,None,-9,127.0153051,127.026565,127.026565,129.9270666,4.718518519,2.8955027,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage1.jpeg,28,0,2,down,1,1.0793704,None,-3,4.011111111,2.1626393,2,0,28,7,129.9464811,,,,,,,,,129.9299932,129.9464811,130.9297689,130.9436826,131.4427454,131.5436991,132.6271938,down,1,1.0793704,None,-3,132.6310579,132.6429964,132.6429964,134.8105383,4.011111111,2.1626393,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage5.jpeg,29,1,2,up,1,0.4963606,None,0,5,0.8790664,2,1,29,4,134.8293414,,,,,,,,,134.8129417,134.8293414,135.8124956,135.826318,136.3250495,136.4257521,136.9268937,up,1,0.4963606,None,0,136.9307543,136.9423961,136.9423961,137.8263144,5,0.8790664,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage2.jpeg,30,2,2,up,0,0.2257749,None,-8,5,1.1953876,2,2,30,1,137.8454618,,,,,,,,,137.8287761,137.8454618,138.8287054,138.8426291,139.3420092,139.4423248,139.6767355,up,0,0.2257749,None,-8,139.6806015,139.6921673,139.6921673,140.8928747,5,1.1953876,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage2.jpeg,31,3,2,down,0,0.8740213,None,0,4.003703704,1.3131972,2,3,31,8,140.9121566,,,,,,,,,140.8951959,140.9121566,141.8952882,141.9090905,142.4083271,142.5086651,143.3929174,down,0,0.8740213,None,0,143.396648,143.4080471,143.4080471,144.7259877,4.003703704,1.3131972,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage7.jpeg,32,4,2,up,0,1.3235782,None,-3,4.007407407,0.9975872,2,4,32,13,144.7459483,,,,,,,,,144.7298005,144.7459483,145.7282171,145.7582796,146.2411238,146.3414713,147.6748185,up,0,1.3235782,None,-3,147.6780746,147.6907381,147.6907381,148.6916131,4.007407407,0.9975872,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage4.jpeg,33,5,2,down,1,0.7050141,None,-5,5,1.1491183,2,5,33,3,148.7110587,,,,,,,,,148.7042976,148.7110587,149.6951837,149.7078294,150.2072133,150.3077777,151.0242346,down,1,0.7050141,None,-5,151.0262692,151.0403867,151.0403867,152.1913917,5,1.1491183,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage1.jpeg,34,6,2,up,1,0.5495596,None,0,5,1.9962426,2,6,34,0,152.2107453,,,,,,,,,152.19403,152.2107453,153.1942448,153.2079316,153.7071562,153.7907145,154.3414841,up,1,0.5495596,None,0,154.3451321,154.3573244,154.3573244,156.3575681,5,1.9962426,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage3.jpeg,35,7,2,down,1,0.7966691,None,0,5,2.1793055,2,7,35,2,156.3770032,,,,,,,,,156.3599875,156.3770032,157.3602382,157.3740159,157.8734909,157.9570851,158.7588273,down,1,0.7966691,None,0,158.7627575,158.7741055,158.7741055,160.9571341,5,2.1793055,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage6.jpeg,36,8,2,down,0,0.6865611,None,0,5,0.9302395,2,8,36,5,160.9766701,,,,,,,,,160.9598081,160.9766701,161.9597833,161.9735615,162.4729335,162.5564987,163.2572722,down,0,0.6865611,None,0,163.2606233,163.2730598,163.2730598,164.2071665,5,0.9302395,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage4.jpg,37,9,2,up,1,0.8080987,None,0,2.977777778,3.9464361,2,9,37,10,164.4897598,,,,,,,,,164.4736791,164.4897598,165.2110379,165.4913297,165.7226158,165.8227913,166.6401001,up,1,0.8080987,None,0,166.6434144,166.6561277,166.6561277,170.6062756,2.977777778,3.9464361,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage3.jpeg,38,10,2,down,1,1.0474144,None,-7,2.988888889,1.1619699,2,10,38,9,170.6443526,,,,,,,,,170.6141944,170.6443526,171.6089989,171.6561305,172.1222389,172.2055484,173.2571594,down,1,1.0474144,None,-7,173.2609552,173.2721836,173.2721836,174.4395606,2.988888889,1.1619699,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage6.jpeg,39,11,2,up,1,0.9249938,None,0,1,2.3798967,2,11,39,12,174.458713,,,,,,,,,174.442252,174.458713,175.4420315,175.4557392,175.9549523,176.0551408,176.9894777,up,1,0.9249938,None,0,176.9935908,177.0051859,177.0051859,179.3887063,1,2.3798967,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage7.jpeg,40,12,2,down,1,0.8772369,None,4,5,0.9621521,2,12,40,6,179.4079721,,,,,,,,,179.3913194,179.4079721,180.3913479,180.4052603,180.9042202,180.9882299,181.8722317,down,1,0.8772369,None,4,181.8764756,181.8877944,181.8877944,182.8553824,5,0.9621521,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage5.jpeg,41,13,2,down,0,0.7761779,None,0,4.003703704,1.3451948,2,13,41,11,182.8744305,,,,,,,,,182.8583371,182.8744305,183.8581648,183.8716287,184.3710576,184.4713318,185.2553111,down,0,0.7761779,None,0,185.2596908,185.2706188,185.2706188,186.621313,4.003703704,1.3451948,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage3.jpeg,42,0,3,down,1,0.9393474,None,-8,5,2.195695,3,0,42,9,186.6404611,,,,,,,,,186.6237241,186.6404611,187.6241788,187.6378763,188.1370835,188.2206381,189.1715012,down,1,0.9393474,None,-8,189.1755248,189.1871851,189.1871851,191.3876146,5,2.195695,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage4.jpg,43,1,3,down,1,0.7541499,None,7,4.011111111,2.0455165,3,1,43,10,191.6742081,,,,,,,,,191.6566897,191.6742081,192.3920513,192.6722695,192.9034967,192.9868604,193.7546337,down,1,0.7541499,None,7,193.7586319,193.7699626,193.7699626,195.8203821,4.011111111,2.0455165,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage1.jpeg,44,2,3,up,0,0.7002577,None,-1,4.037037037,0.8284103,3,2,44,7,195.8576429,,,,,,,,,195.8284974,195.8576429,196.8233332,196.8703705,197.3361736,197.41976,198.1218641,up,0,0.7002577,None,-1,198.1262067,198.1363262,198.1363262,198.9703458,4.037037037,0.8284103,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage7.jpeg,45,3,3,up,1,0.514415,None,0,5,1.1624773,3,3,45,6,198.9891571,,,,,,,,,198.9730881,198.9891571,199.9728282,199.9866538,200.4858601,200.5697553,201.0871624,up,1,0.514415,None,0,201.0912765,201.1028404,201.1028404,202.269767,5,1.1624773,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage2.jpeg,46,4,3,up,0,0.4723577,None,-2,5,0.9129805,3,4,46,1,202.2886883,,,,,,,,,202.2725355,202.2886883,203.2727447,203.2862654,203.7857321,203.8690863,204.3532961,up,0,0.4723577,None,-2,204.356833,204.3691052,204.3691052,205.2860977,5,0.9129805,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage6.jpeg,47,5,3,down,1,0.6597505,None,9,3.992592593,3.9798459,3,5,47,12,205.3055669,,,,,,,,,205.2883824,205.3055669,206.2890827,206.3029353,206.8019647,206.8854625,207.5530855,down,1,0.6597505,None,9,207.5565676,207.5689304,207.5689304,211.552831,3.992592593,3.9798459,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage5.jpeg,48,6,3,down,0,1.3192577,None,0,5,3.032827,3,6,48,4,211.5716851,,,,,,,,,211.5562743,211.5716851,212.554665,212.5686398,213.0677515,213.1677093,214.5015008,down,0,1.3192577,None,0,214.5028294,214.5180673,214.5180673,217.5517201,5,3.032827,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage5.jpeg,49,7,3,down,0,0.7133335,None,0,3.992592593,2.6796038,3,7,49,11,217.5705108,,,,,,,,,217.5540347,217.5705108,218.5545572,218.567928,219.067355,219.1675816,219.8852125,down,0,0.7133335,None,0,219.8886056,219.9008573,219.9008573,222.584488,3.992592593,2.6796038,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage4.jpeg,50,8,3,down,1,0.6573555,None,7,5,1.5116616,3,8,50,3,222.6057746,,,,,,,,,222.5990149,222.6057746,223.587332,223.6176702,224.1002591,224.183737,224.8515628,down,1,0.6573555,None,7,224.8565606,224.8668775,224.8668775,226.3839853,5,1.5116616,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage6.jpeg,51,9,3,down,1,0.8241243,None,-3,5,1.0297166,3,9,51,5,226.4033953,,,,,,,,,226.3875247,226.4033953,227.3866633,227.4004102,227.8997921,227.9834952,228.8174002,down,1,0.8241243,None,-3,228.8207573,228.8333826,228.8333826,229.8674657,5,1.0297166,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage7.jpeg,52,10,3,down,1,0.5849332,None,-4,3.992592593,1.1811267,3,10,52,13,229.8863579,,,,,,,,,229.8699709,229.8863579,230.8701303,230.8833866,231.3829149,231.483068,232.0837078,down,1,0.5849332,None,-4,232.0870968,232.0995068,232.0995068,233.2832672,3.992592593,1.1811267,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage3.jpeg,53,11,3,up,1,0.4302265,None,0,5,1.4302482,3,11,53,2,233.3025429,,,,,,,,,233.2856282,233.3025429,234.2860118,234.2996678,234.7991756,234.8826389,235.3170211,up,1,0.4302265,None,0,235.3206181,235.3326831,235.3326831,236.7663447,5,1.4302482,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage1.jpeg,54,12,3,down,0,0.9466443,None,0,5,1.5053536,3,12,54,0,236.7856647,,,,,,,,,236.7686833,236.7856647,237.7688921,237.7828594,238.2821648,238.3656533,239.3162532,down,0,0.9466443,None,0,239.3187081,239.3316876,239.3316876,240.8331097,5,1.5053536,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage2.jpeg,55,13,3,down,1,0.6739752,None,-10,4.003703704,3.4307822,3,13,55,8,240.8523836,,,,,,,,,240.8358777,240.8523836,241.8352172,241.8490779,242.3478322,242.4482302,243.13188,down,1,0.6739752,None,-10,243.1347405,243.1479049,243.1479049,246.582373,4.003703704,3.4307822,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage4.jpeg,56,0,4,up,1,1.128375,None,0,5,0.8652325,4,0,56,3,246.6012359,,,,,,,,,246.5946388,246.6012359,247.5848199,247.5984233,248.0977904,248.1981781,249.3319459,up,1,1.128375,None,0,249.335274,249.3479131,249.3479131,250.2151274,5,0.8652325,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage2.jpeg,57,1,4,up,1,0.3566584,None,0,5,1.963851,4,1,57,1,250.2347025,,,,,,,,,250.2180936,250.2347025,251.2175296,251.2313401,251.7307769,251.8145698,252.1819086,up,1,0.3566584,None,0,252.1850361,252.1976182,252.1976182,254.164872,5,1.963851,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage7.jpeg,58,2,4,down,0,0.807014,None,0,5,1.3466983,4,2,58,6,254.1837487,,,,,,,,,254.1674696,254.1837487,255.167422,255.181526,255.6805167,255.7806218,256.5979017,down,0,0.807014,None,0,256.6012732,256.6138291,256.6138291,257.9642635,5,1.3466983,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\sadimage1.jpeg,59,3,4,up,1,0.691293,None,0,4.014814815,1.6791394,4,3,59,7,257.9842442,,,,,,,,,257.9666587,257.9842442,258.9668615,258.9808096,259.4800807,259.5635929,260.2645631,up,1,0.691293,None,0,260.2684008,260.2801425,260.2801425,261.9640548,4.014814815,1.6791394,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
D:\happyimage3.jpeg,60,4,4,up,1,0.9690033,None,0,5,1.2800974,4,4,60,2,261.9833599,,,,,,,,,261.966393,261.9833599,262.966563,262.9802308,263.4798454,263.5798624,264.5638781,up,1,0.9690033,None,0,264.5679983,264.5797309,264.5797309,265.8632038,5,1.2800974,,,,,emo01,1,2025-11-11_17h00.29.130,solo project_version2,,2025.1.1,60.01381518,2025-11-11 17h00.38.203431 +0530
